"Temperature","Datetime","Site"
30,2020-07-13 12:01:00,"High"
31.5,2020-07-13 13:01:00,"High"
32,2020-07-13 14:01:00,"High"
33,2020-07-13 15:01:00,"High"
32.5,2020-07-13 16:01:00,"High"
32,2020-07-13 17:01:00,"High"
29,2020-07-13 18:01:00,"High"
25.5,2020-07-13 19:01:00,"High"
23.5,2020-07-13 20:01:00,"High"
20.5,2020-07-13 21:01:00,"High"
17,2020-07-13 22:01:00,"High"
14,2020-07-13 23:01:00,"High"
18,2020-07-14 00:01:00,"High"
18,2020-07-14 01:01:00,"High"
16.5,2020-07-14 02:01:00,"High"
19.5,2020-07-14 03:01:00,"High"
19,2020-07-14 04:01:00,"High"
19,2020-07-14 05:01:00,"High"
18.5,2020-07-14 06:01:00,"High"
20.5,2020-07-14 07:01:00,"High"
24.5,2020-07-14 08:01:00,"High"
26.5,2020-07-14 09:01:00,"High"
33,2020-07-14 10:01:00,"High"
32.5,2020-07-14 11:01:00,"High"
32.5,2020-07-14 12:01:00,"High"
32,2020-07-14 13:01:00,"High"
31.5,2020-07-14 14:01:00,"High"
31.5,2020-07-14 15:01:00,"High"
34,2020-07-14 16:01:00,"High"
32.5,2020-07-14 17:01:00,"High"
30.5,2020-07-14 18:01:00,"High"
30,2020-07-14 19:01:00,"High"
26,2020-07-14 20:01:00,"High"
21,2020-07-14 21:01:00,"High"
21.5,2020-07-14 22:01:00,"High"
20,2020-07-14 23:01:00,"High"
18,2020-07-15 00:01:00,"High"
17,2020-07-15 01:01:00,"High"
19,2020-07-15 02:01:00,"High"
20,2020-07-15 03:01:00,"High"
15.5,2020-07-15 04:01:00,"High"
16.5,2020-07-15 05:01:00,"High"
15,2020-07-15 06:01:00,"High"
14.5,2020-07-15 07:01:00,"High"
25,2020-07-15 08:01:00,"High"
31,2020-07-15 09:01:00,"High"
33,2020-07-15 10:01:00,"High"
32.5,2020-07-15 11:01:00,"High"
32.5,2020-07-15 12:01:00,"High"
33,2020-07-15 13:01:00,"High"
32,2020-07-15 14:01:00,"High"
35,2020-07-15 15:01:00,"High"
34,2020-07-15 16:01:00,"High"
35.5,2020-07-15 17:01:00,"High"
28.5,2020-07-15 18:01:00,"High"
25.5,2020-07-15 19:01:00,"High"
25.5,2020-07-15 20:01:00,"High"
18.5,2020-07-15 21:01:00,"High"
17.5,2020-07-15 22:01:00,"High"
18,2020-07-15 23:01:00,"High"
18.5,2020-07-16 00:01:00,"High"
18,2020-07-16 01:01:00,"High"
17.5,2020-07-16 02:01:00,"High"
17.5,2020-07-16 03:01:00,"High"
18,2020-07-16 04:01:00,"High"
16,2020-07-16 05:01:00,"High"
18,2020-07-16 06:01:00,"High"
20.5,2020-07-16 07:01:00,"High"
20.5,2020-07-16 08:01:00,"High"
21.5,2020-07-16 09:01:00,"High"
27,2020-07-16 10:01:00,"High"
27.5,2020-07-16 11:01:00,"High"
26,2020-07-16 12:01:00,"High"
26.5,2020-07-16 13:01:00,"High"
22.5,2020-07-16 14:01:00,"High"
24,2020-07-16 15:01:00,"High"
27.5,2020-07-16 16:01:00,"High"
33,2020-07-16 17:01:00,"High"
26,2020-07-16 18:01:00,"High"
25.5,2020-07-16 19:01:00,"High"
18,2020-07-16 20:01:00,"High"
17.5,2020-07-16 21:01:00,"High"
12.5,2020-07-16 22:01:00,"High"
15.5,2020-07-16 23:01:00,"High"
13,2020-07-17 00:01:00,"High"
16,2020-07-17 01:01:00,"High"
16.5,2020-07-17 02:01:00,"High"
14,2020-07-17 03:01:00,"High"
14,2020-07-17 04:01:00,"High"
17,2020-07-17 05:01:00,"High"
16.5,2020-07-17 06:01:00,"High"
18.5,2020-07-17 07:01:00,"High"
24,2020-07-17 08:01:00,"High"
23.5,2020-07-17 09:01:00,"High"
23,2020-07-17 10:01:00,"High"
23,2020-07-17 11:01:00,"High"
24.5,2020-07-17 12:01:00,"High"
26.5,2020-07-17 13:01:00,"High"
28.5,2020-07-17 14:01:00,"High"
25.5,2020-07-17 15:01:00,"High"
21,2020-07-17 16:01:00,"High"
22,2020-07-17 17:01:00,"High"
21.5,2020-07-17 18:01:00,"High"
25.5,2020-07-17 19:01:00,"High"
21,2020-07-17 20:01:00,"High"
18,2020-07-17 21:01:00,"High"
16.5,2020-07-17 22:01:00,"High"
16.5,2020-07-17 23:01:00,"High"
18,2020-07-18 00:01:00,"High"
17,2020-07-18 01:01:00,"High"
16,2020-07-18 02:01:00,"High"
16,2020-07-18 03:01:00,"High"
16.5,2020-07-18 04:01:00,"High"
16,2020-07-18 05:01:00,"High"
12,2020-07-18 06:01:00,"High"
16,2020-07-18 07:01:00,"High"
25.5,2020-07-18 08:01:00,"High"
30.5,2020-07-18 09:01:00,"High"
31,2020-07-18 10:01:00,"High"
30.5,2020-07-18 11:01:00,"High"
32,2020-07-18 12:01:00,"High"
28.5,2020-07-18 13:01:00,"High"
24,2020-07-18 14:01:00,"High"
25,2020-07-18 15:01:00,"High"
27,2020-07-18 16:01:00,"High"
26,2020-07-18 17:01:00,"High"
30,2020-07-18 18:01:00,"High"
27.5,2020-07-18 19:01:00,"High"
24.5,2020-07-18 20:01:00,"High"
19,2020-07-18 21:01:00,"High"
18,2020-07-18 22:01:00,"High"
15.5,2020-07-18 23:01:00,"High"
15.5,2020-07-19 00:01:00,"High"
18,2020-07-19 01:01:00,"High"
17,2020-07-19 02:01:00,"High"
16,2020-07-19 03:01:00,"High"
14.5,2020-07-19 04:01:00,"High"
15,2020-07-19 05:01:00,"High"
13.5,2020-07-19 06:01:00,"High"
14.5,2020-07-19 07:01:00,"High"
27.5,2020-07-19 08:01:00,"High"
32,2020-07-19 09:01:00,"High"
33.5,2020-07-19 10:01:00,"High"
32,2020-07-19 11:01:00,"High"
32,2020-07-19 12:01:00,"High"
32.5,2020-07-19 13:01:00,"High"
31,2020-07-19 14:01:00,"High"
27.5,2020-07-19 15:01:00,"High"
30.5,2020-07-19 16:01:00,"High"
33,2020-07-19 17:01:00,"High"
31.5,2020-07-19 18:01:00,"High"
30,2020-07-19 19:01:00,"High"
25.5,2020-07-19 20:01:00,"High"
17.5,2020-07-19 21:01:00,"High"
15,2020-07-19 22:01:00,"High"
16,2020-07-19 23:01:00,"High"
15.5,2020-07-20 00:01:00,"High"
13.5,2020-07-20 01:01:00,"High"
15,2020-07-20 02:01:00,"High"
14.5,2020-07-20 03:01:00,"High"
14,2020-07-20 04:01:00,"High"
13,2020-07-20 05:01:00,"High"
12,2020-07-20 06:01:00,"High"
15.5,2020-07-20 07:01:00,"High"
27.5,2020-07-20 08:01:00,"High"
32.5,2020-07-20 09:01:00,"High"
34,2020-07-20 10:01:00,"High"
32.5,2020-07-20 11:01:00,"High"
32,2020-07-20 12:01:00,"High"
32,2020-07-20 13:01:00,"High"
31.5,2020-07-20 14:01:00,"High"
31.5,2020-07-20 15:01:00,"High"
33,2020-07-20 16:01:00,"High"
34,2020-07-20 17:01:00,"High"
